,verb,noun,seq
25803,say,,What can you say about the nerves in the MRI image?
25804,relate,,Is it related to chest X-rays?
25805,use,,What type of MRI scan is used in this image?
25806,,,What is the significance of the hyperintensity in the spinal cord?
25807,appear,,How does the lesion appear on the TRUS image?
25808,,,What is the purpose of examining the histological changes in LPS-exposed ovaries and uteri?
25809,,,What are the focal areas of epithelial thickening and clear cells?
25810,,,What are the arrows pointing to in the histological intestinal sections?
25811,mean,,What does bilateral interstitial infiltrates mean?
25812,,,What is TBLB?
25813,do,,What does the axial view of the FLAIR MRI show?
25814,excise,,What type of tumor is being excised?
25815,,,What is a fistulation?
25816,see,fixation,Can you see the plate fixation in the image?
25817,observe,,How many growth patterns are observed in the diagram?
25818,say,,What can you say about the correlations between the MRI textures?
25819,,,What is the purpose of the method shown in the figure?
25820,,,What condition are the patients suffering from?
25821,,,What is spinal canal stenosis?
25822,,,What about the non-compressing group?
25823,,,Where are the chest drains positioned?
25824,locate,,What organs are located inside the left hemithorax?
25825,,,What is the main finding in the left paratracheal lymph node?
25826,,,What are the main features in the histopathology?
25827,have,type,What type of injury does the cat have?
25828,represent,,What does the color bar at the bottom of each image represent?
25829,show,,What type of AAA is shown in the image?
25830,,,What are the different types of adipose tissue shown in the image?
25831,,,What is the percentage of lung involvement?
25832,,,What is the upper mediastinal shadow?
25833,mean,,What does the mild enhancement or attenuation mean?
25834,use,,What technique was used to analyze the mass?
25835,,,What is the color of the gross specimen?
25836,show,,What type of kidney stone is shown in the image?
25837,,,What is the diagnosis based on the biopsy?
25838,,,Were there any vascular injuries found?
25839,,,What is the purpose of the fluorodeoxyglucose positron emission tomography-computed tomography (FDG-PET/CT) image?
25840,,,Are there two different time points in the image?
25841,affect,,Which part of the heart is affected by the aneurysm?
25842,plan,,What type of treatment is being planned?
25843,distribute,,How is the disease distributed along the large intestine?
25844,enlarge,,What organ is enlarged in the image?
25845,indicate,,What do the patchy shadows in the image indicate?
25846,use,,What type of stain is used in the histopathology?
25847,,,Are there any histological alterations in the organs?
25848,,,What are the factors adjusted for in the logistic regression model?
25849,differentiate,,How can you differentiate between these tumor types?
25850,reveal,,What did the X-ray studies reveal?
25851,,,Are there any other findings in the CT scan?
25852,,,What is the age and gestational period of the patient?
25853,,,What is the relationship between aquaporin-1 expression and T2-weighted MRI intensity?
25854,,,What could be the reason for the shift of trachea and mediastinum to the right?
25855,,,What is the condition of the jejunal loop?
25856,,,What is the time period of the study?
25857,,,What are the outcomes of the patients?
25858,,,What are the differences between the control group and the 2.5 μg/ml group?
25859,,,What is the normal histology of the renal cortex?
25860,receive,treatment,What treatment did the fallopian tubes receive?
25861,,,What is the significance of the Gleason score?
25862,,,What is a hemopneumothorax?
25863,,,What does the FDG-PET/CT image show?
25864,,,Is there an air-fluid level present?
25865,compare,,What organs are being compared in the image?
25866,,,What is the relationship between the annual rate of increase in the lesion area and the interval between MRI examinations?
25867,,,What is the main radiological finding?
25868,,,Are these warts benign or malignant?
25869,detect,,How was the cyst initially detected?
25870,,,What is the shape of the selected area?
25871,,,What is the main finding in the histopathological section?
25872,mean,,What does segmental airspace consolidation mean?
25873,,,What is the main issue shown in the chest x-ray?
25874,show,,What type of thymoma is shown?
25875,show,,What type of images are shown in the panels?
25876,,,What is the relationship between histology and DCE-MRI findings?
25877,,,What does fluorodeoxyglucose-avid mean?
25878,,,What are the different study designs shown in the figure?
25879,show,,What organs are shown in the histological sections?
25880,,,What is pulmonary nocardiosis?
25881,indicate,,What does the extravasation of contrast media indicate?
25882,,,Is this an online tool?
25883,,,What are the characteristics of urothelial carcinoma?
25884,,,What is Wharton's duct?
25885,,,What could be the reason for the increased uptake in the mediastinal lymph nodes?
25886,,,What are the two types of stains used in the microscopic view?
25887,obtain,,What information can be obtained from the histogram?
25888,,,Is this a pre-operative or post-operative image?
25889,,,What is an ovarian mass?
25890,,,Are there any stones in the pelvis or ureter?
25891,happen,,What happened to the parotids during the radiation therapy course?
25892,,,What are the findings in the thyroid?
25893,,,What are the findings from the biopsy?
25894,,,What is the purpose of the Doxycycline gel?
25895,,,What is the significance of the nondisplaced fracture?
25896,,,What is radiosurgery?
25897,,,Was the re-expansion spontaneous?
25898,,,Are there any negative markers?
25899,,,What is the measurement of the pyriform aperture in the image?
25900,,,What is the purpose of injecting contrast in the lumen at the balloon tip?
25901,implant,,How many needles were implanted in this patient?
25902,,,What is the velocity encoding (VENC)?
25903,,,What is the role of SIVIC command line tools?
25904,,,What is the purpose of Visit 1?
25905,,,What is the trend in total procedural time?
25906,improve,,Did the patient's preoperative nasal symptoms improve?
25907,,,What is the location of the ground glass opacities?
25908,happen,,What happened to the initial lesions?
25909,,,"What is the ""Deep sulcus sign""?"
25910,,,What is the color of the solid part?
25911,,,What is the purpose of the stereotactic navigation?
25912,look,,What should I look for to determine if the chest tube is placed correctly?
25913,,,What are the three types of endothelial cells shown in the schematic representation?
25914,,,What are the different irradiation techniques shown in the image?
25915,observe,,What differences can be observed between the OVX rats and the Sham rats?
25916,,,What is the significance of the infiltrative pathology?
25917,represent,,What do the columns and vertical lines represent?
25918,,,Where were the peroneal tendons measured?
25919,,,Is there any difference in cerebral blood flow between the left and right sides?
