,verb,noun,seq
24021,,,Are there any signs of HSV-induced cytopathic changes?
24022,infect,,What type of cells are infected in the image?
24023,,,What is the purpose of the FxCL treatment?
24024,,,What are the hot and cool colors representing in the rs-fMRI images?
24025,,,What is the significance of the compression of the nerve roots from L5 to S2?
24026,,,What is the cardiac index in this image?
24027,mean,,What does necrosis mean?
24028,,,Are there different colors in the scatterplot?
24029,,,What is the purpose of the Foster Plot in this image?
24030,say,,What can you say about the collagen tissue fibers?
24031,do,,What does the coronal MPR show?
24032,,,What are the differences between the patients on the right and left?
24033,,,What is the relationship between lung ultrasonography and computed tomography findings?
24034,,,What does the CT scan show now?
24035,,,What is the magnification of the histology slide?
24036,,,What is the size of the uterus?
24037,,,What is the significance of the clusters on the right?
24038,,,What is the appearance of the mass in the jugular foramen?
24039,,,What is the main finding in the bone marrow biopsy?
24040,,,What are the four groups in the experimental design?
24041,describe,area,Can you describe the different areas in the image?
24042,,,What is the purpose of the follow-up computed tomography?
24043,,,What is the significance of the free air?
24044,evaluate,,How many time points are evaluated in the image?
24045,,,What is the purpose of a colonoscopy?
24046,,,What is the finding in the bottom right image?
24047,,,What is the red arrow pointing to in the first part of the image?
24048,,,What are some of the possible interventions mentioned?
24049,,,What was the control group treated with?
24050,,,What is the treatment applied to the rats?
24051,learn,,What can we learn from the histological evaluation?
24052,,,Are there any differences between the control and NP-treated fish groups?
24053,,,What is the purpose of these techniques?
24054,,,What is the lesion's location?
24055,,,What is the significance of the yellow line?
24056,,,What are the feature sets used in the study?
24057,,,What is the position of the patient in the frontal chest X-ray?
24058,,,What is the main focus of the management algorithm?
24059,,,What is the purpose of transplanting the cells onto the CAM membrane?
24060,target,,Which brain structures are targeted in most of the data presented on the graph?
24061,,,What is the significance of the biodistribution of Mn in main tissues and tumors?
24062,see,,What type of cells are seen infiltrating the vitreous and uvea?
24063,,,Are there any CT scans with contrast?
24064,do,,What does the enhancement after contrast injection indicate?
24065,tell,,Can you tell if it's a large or small effusion?
24066,,,What are the dimensions of the scaffold?
24067,,,Are there any visible lesions in the control group?
24068,,,What is the significance of Ki67?
24069,treat,,How is tension pneumocephalus treated?
24070,extend,,What is the tumor extending through?
24071,,,What is the relationship between CSF Ng/BACE1 and medial temporal lobe volumetry?
24072,have,condition,What condition does she have?
24073,,,What are the three pulse sequences shown in the MRI images?
24074,,,What are the differences between the pre and post-treatment images?
24075,do,,What do the arrows on the left side of the X-ray indicate?
24076,,,What is the pattern of the spindle cells?
24077,,,What is the purpose of measuring the vessel diameters?
24078,use,,What color is used to indicate subcutaneous fat?
24079,,,Are there any other structures labeled in the image?
24080,operate,curve,What are the receiver operating characteristic curves used for?
24081,identify,pneumothorace,How can you identify pneumothoraces in the X-ray?
24082,,,What is the purpose of the Hounsfield unit thresholds?
24083,,,What is the purpose of the receiver operating characteristics curve?
24084,indicate,,What does ground-glass opacity indicate?
24085,,,Is it a recurrent disease?
24086,relate,,How does the pelvic kidney relate to the bladder in the image?
24087,look,,What do the lung infiltrates look like?
24088,,,What are some of the tests and assessments mentioned in the algorithm?
24089,,,What is the relationship between FDG-PET/CT and staging laparoscopy in the image?
24090,,,What is the purpose of micro-CT?
24091,use,,What type of classifier is used in step 3?
24092,observe,,What changes are observed in the lungs?
24093,arrange,,How are the x-axis and y-axis values arranged?
24094,image,,What organ is being imaged in this figure?
24095,infer,,What can you infer about the spleen histology score?
24096,,,Are there any differences in color?
24097,,,What is the difference between the native and decellularized small intestine?
24098,,,What is the organ that is ruptured?
24099,,,What could be the possible cause of the thickening of meninges?
24100,,,What is the structure of the neoplastic stromal cells?
24101,,,What could be the reason for the poor contrast enhancement in the blue dashed box?
24102,create,,How was this model created?
24103,represent,,What does the peak circumferential strain represent?
24104,show,,What do the chest CT images show in case 2?
24105,,,What is a horseshoe kidney?
24106,,,What are the three classifications of voxels in the PRM method?
24107,,,What are the differences between the treated and control tumor cells?
24108,,,What is the purpose of the lines in the images?
24109,,,What is the range of the anterior epidural soft tissue mass?
24110,,,What is acanthosis?
24111,,,What could be the reason for the enlarged lymph node?
24112,indicate,,What does the faint excretion of contrast medium indicate?
24113,,,What is the purpose of marking the 4 mm safety margin?
24114,suggest,,What does the hyperintensity in T2-weighted imaging suggest?
24115,,,What is the pattern of the aorta?
24116,fill,cavity,What is filling the pelvic cavity in the image?
24117,,,What is the position of the head in this CT scan?
24118,perform,,How did the deep learning-based lesion detection algorithm perform in detecting the lesions?
24119,,,What is the 'zellballen' pattern?
24120,,,What is the Gini coefficient?
24121,,,What are the medications mentioned in the schema?
24122,,,How many rows are there in the illustration?
24123,use,,What type of microscopy was used?
24124,,,What is the function of the parathyroid gland?
24125,,,What are the different types of tissue samples?
24126,appear,,How do the stones appear in the MRI?
24127,,,What is the significance of the P-value mentioned?
24128,,,What is the purpose of a scout film?
24129,,,How does the left lung look in the image?
24130,,,What are fat lobules?
24131,,,What is von Willebrand factor?
24132,say,,What can you say about the MRI of the brain?
24133,,,What are the arrows pointing to in part (c)?
